Entity,Code,Year,san_sm_number_without
Morocco,MAR,2004,19837073
Morocco,MAR,2005,19947622
Morocco,MAR,2006,20075213
Morocco,MAR,2007,20207160
Morocco,MAR,2008,20346184
Morocco,MAR,2009,20495386
Morocco,MAR,2010,20656362
Morocco,MAR,2011,20830359
Morocco,MAR,2012,21015487
Morocco,MAR,2013,21206676
Morocco,MAR,2014,21396962
Morocco,MAR,2015,21581220
Morocco,MAR,2016,21757531
Morocco,MAR,2017,21926581
Morocco,MAR,2018,22088786
Morocco,MAR,2019,22245476
Morocco,MAR,2020,22397471
Myanmar,MMR,2000,19444160
Myanmar,MMR,2001,19398578
Myanmar,MMR,2002,19442716
Myanmar,MMR,2003,19473720
Myanmar,MMR,2004,19491603
Myanmar,MMR,2005,19497140
Myanmar,MMR,2006,19489045
Myanmar,MMR,2007,19469085
Myanmar,MMR,2008,19444765
Myanmar,MMR,2009,19574366
Myanmar,MMR,2010,19717099
Myanmar,MMR,2011,19876754
Myanmar,MMR,2012,20051042
Myanmar,MMR,2013,20233127
Myanmar,MMR,2014,20412913
Myanmar,MMR,2015,20583781
Myanmar,MMR,2016,20743294
Myanmar,MMR,2017,20894959
Myanmar,MMR,2018,21045215
Myanmar,MMR,2019,21203280
Myanmar,MMR,2020,21375748
Nepal,NPL,2000,21755769
Nepal,NPL,2001,21582637
Nepal,NPL,2002,21532473
Nepal,NPL,2003,21440200
Nepal,NPL,2004,21311979
Nepal,NPL,2005,21151177
Nepal,NPL,2006,20966443
Nepal,NPL,2007,20755004
Nepal,NPL,2008,20497219
Nepal,NPL,2009,20168202
Nepal,NPL,2010,19756695
Nepal,NPL,2011,19257319
Nepal,NPL,2012,18690954
Nepal,NPL,2013,18102689
Nepal,NPL,2014,17547333
Nepal,NPL,2015,17058078
Nepal,NPL,2016,16639376
Nepal,NPL,2017,16271372
Nepal,NPL,2018,15930685
Nepal,NPL,2019,15586949
Nepal,NPL,2020,14964421
Netherlands,NLD,2000,407551
Netherlands,NLD,2001,409875
Netherlands,NLD,2002,412195
Netherlands,NLD,2003,414473
Netherlands,NLD,2004,416105
Netherlands,NLD,2005,417572
Netherlands,NLD,2006,418857
Netherlands,NLD,2007,419978
Netherlands,NLD,2008,420967
Netherlands,NLD,2009,421867
Netherlands,NLD,2010,422720
Netherlands,NLD,2011,423541
Netherlands,NLD,2012,424319
Netherlands,NLD,2013,425046
Netherlands,NLD,2014,425707
Netherlands,NLD,2015,426290
Netherlands,NLD,2016,426789
Netherlands,NLD,2017,427218
Netherlands,NLD,2018,427593
Netherlands,NLD,2019,427951
Netherlands,NLD,2020,428875
New Zealand,NZL,2000,988489
New Zealand,NZL,2001,979532
New Zealand,NZL,2002,971515
New Zealand,NZL,2003,963685
New Zealand,NZL,2004,955009
New Zealand,NZL,2005,944834
New Zealand,NZL,2006,932993
New Zealand,NZL,2007,919783
New Zealand,NZL,2008,905536
New Zealand,NZL,2009,890722
New Zealand,NZL,2010,875632
New Zealand,NZL,2011,860304
New Zealand,NZL,2012,844571
New Zealand,NZL,2013,852032
New Zealand,NZL,2014,859341
New Zealand,NZL,2015,866326
New Zealand,NZL,2016,872941
New Zealand,NZL,2017,879246
New Zealand,NZL,2018,885303
New Zealand,NZL,2019,891083
New Zealand,NZL,2020,858796
Niger,NER,2000,10671549
Niger,NER,2001,10981796
Niger,NER,2002,11305422
Niger,NER,2003,11640646
Niger,NER,2004,11988304
Niger,NER,2005,12363280
Niger,NER,2006,12755752
Niger,NER,2007,13164291
Niger,NER,2008,13590721
Niger,NER,2009,14037180
Niger,NER,2010,14505290
Niger,NER,2011,14995977
Niger,NER,2012,15508880
Niger,NER,2013,16043016
Niger,NER,2014,16595938
Niger,NER,2015,17166304
Niger,NER,2016,17754110
Niger,NER,2017,18359772
Niger,NER,2018,18983546
Niger,NER,2019,19625617
Niger,NER,2020,20288210
Nigeria,NGA,2000,96236007
Nigeria,NGA,2001,98684484
Nigeria,NGA,2002,100740014
Nigeria,NGA,2003,102820985
Nigeria,NGA,2004,104950941
Nigeria,NGA,2005,107134263
Nigeria,NGA,2006,109370675
Nigeria,NGA,2007,111656451
Nigeria,NGA,2008,113987696
Nigeria,NGA,2009,116359034
Nigeria,NGA,2010,118764499
Nigeria,NGA,2011,121201320
Nigeria,NGA,2012,123664427
Nigeria,NGA,2013,126143856
Nigeria,NGA,2014,128627682
Nigeria,NGA,2015,131105902
Nigeria,NGA,2016,133573020
Nigeria,NGA,2017,136025154
Nigeria,NGA,2018,138457667
Nigeria,NGA,2019,140866417
Nigeria,NGA,2020,143247463
North America and Europe,,2000,306178513
North America and Europe,,2001,305259547
North America and Europe,,2002,303506044
North America and Europe,,2003,301622212
North America and Europe,,2004,299401773
North America and Europe,,2005,297298245
North America and Europe,,2006,295805771
North America and Europe,,2007,293823522
North America and Europe,,2008,291843466
North America and Europe,,2009,288729494
North America and Europe,,2010,284787833
North America and Europe,,2011,280746344
North America and Europe,,2012,276735039
North America and Europe,,2013,272753568
North America and Europe,,2014,268801008
North America and Europe,,2015,264978357
North America and Europe,,2016,261176140
North America and Europe,,2017,257385439
North America and Europe,,2018,253733127
North America and Europe,,2019,250398481
North America and Europe,,2020,248431624
North Macedonia,MKD,2000,1772675
North Macedonia,MKD,2001,1779377
North Macedonia,MKD,2002,1784390
North Macedonia,MKD,2003,1788018
North Macedonia,MKD,2004,1790879
North Macedonia,MKD,2005,1794331
North Macedonia,MKD,2006,1797489
North Macedonia,MKD,2007,1800187
North Macedonia,MKD,2008,1802606
North Macedonia,MKD,2009,1804919
North Macedonia,MKD,2010,1807273
North Macedonia,MKD,2011,1809722
North Macedonia,MKD,2012,1812270
North Macedonia,MKD,2013,1814885
North Macedonia,MKD,2014,1817505
North Macedonia,MKD,2015,1820056
North Macedonia,MKD,2016,1822560
North Macedonia,MKD,2017,1825003
North Macedonia,MKD,2018,1828878
North Macedonia,MKD,2019,1829601
North Macedonia,MKD,2020,1829276
Norway,NOR,2000,1864471
Norway,NOR,2001,1859239
Norway,NOR,2002,1853448
Norway,NOR,2003,1847952
Norway,NOR,2004,1843871
Norway,NOR,2005,1841959
Norway,NOR,2006,1842332
Norway,NOR,2007,1844655
Norway,NOR,2008,1848638
Norway,NOR,2009,1853851
Norway,NOR,2010,1859860
Norway,NOR,2011,1866725
Norway,NOR,2012,1874220
Norway,NOR,2013,1881359
Norway,NOR,2014,1886926
Norway,NOR,2015,1890109
Norway,NOR,2016,1890533
Norway,NOR,2017,1888508
Norway,NOR,2018,1884804
Norway,NOR,2019,1880507
Norway,NOR,2020,1876393
Palestine,PSE,2000,1817657
Palestine,PSE,2001,1861589
Palestine,PSE,2002,1896496
Palestine,PSE,2003,1926444
Palestine,PSE,2004,1950550
Palestine,PSE,2005,1977096
Palestine,PSE,2006,1989715
Palestine,PSE,2007,1986443
Palestine,PSE,2008,1983367
Palestine,PSE,2009,1977367
Palestine,PSE,2010,1966532
Palestine,PSE,2011,1950584
Palestine,PSE,2012,1930514
Palestine,PSE,2013,1907345
Palestine,PSE,2014,1882400
Palestine,PSE,2015,1856464
Palestine,PSE,2016,1829496
Palestine,PSE,2017,1800881
Palestine,PSE,2018,1770058
Palestine,PSE,2019,1736296
Palestine,PSE,2020,1699119
Paraguay,PRY,2000,2981999
Paraguay,PRY,2001,2988653
Paraguay,PRY,2002,2993853
Paraguay,PRY,2003,2998120
Paraguay,PRY,2004,2999674
Paraguay,PRY,2005,2998073
Paraguay,PRY,2006,2993256
Paraguay,PRY,2007,2985624
Paraguay,PRY,2008,2976055
Paraguay,PRY,2009,2965673
Paraguay,PRY,2010,2955243
Paraguay,PRY,2011,2945010
Paraguay,PRY,2012,2934791
Paraguay,PRY,2013,2924282
Paraguay,PRY,2014,2913156
Paraguay,PRY,2015,2901239
Paraguay,PRY,2016,2888532
Paraguay,PRY,2017,2875336
Paraguay,PRY,2018,2864313
Paraguay,PRY,2019,2851661
Paraguay,PRY,2020,2844013
Peru,PER,2000,23641027
Peru,PER,2001,23493608
Peru,PER,2002,23288939
Peru,PER,2003,23034756
Peru,PER,2004,22741643
Peru,PER,2005,22417805
Peru,PER,2006,22066787
Peru,PER,2007,21689604
Peru,PER,2008,21292094
Peru,PER,2009,20875067
Peru,PER,2010,20439328
Peru,PER,2011,19982310
Peru,PER,2012,19506390
Peru,PER,2013,19023067
Peru,PER,2014,18545459
Peru,PER,2015,18078622
Peru,PER,2016,17624036
Peru,PER,2017,17169345
Peru,PER,2018,16690181
Peru,PER,2019,16158890
Peru,PER,2020,15559541
Philippines,PHL,2000,44318374
Philippines,PHL,2001,44997144
Philippines,PHL,2002,45669905
Philippines,PHL,2003,46327037
Philippines,PHL,2004,46956110
Philippines,PHL,2005,47549260
Philippines,PHL,2006,48101200
Philippines,PHL,2007,48080843
Philippines,PHL,2008,48008785
Philippines,PHL,2009,47903664
Philippines,PHL,2010,47777945
Philippines,PHL,2011,47553366
Philippines,PHL,2012,47284496
Philippines,PHL,2013,46976659
Philippines,PHL,2014,46613194
Philippines,PHL,2015,46183449
Philippines,PHL,2016,45684923
Philippines,PHL,2017,45123766
Philippines,PHL,2018,44506324
Philippines,PHL,2019,43840917
Philippines,PHL,2020,43133228
Poland,POL,2000,7992159
Poland,POL,2001,7743821
Poland,POL,2002,7495485
Poland,POL,2003,7260833
Poland,POL,2004,7004688
Poland,POL,2005,6749505
Poland,POL,2006,6496264
Poland,POL,2007,6244399
Poland,POL,2008,5992252
Poland,POL,2009,5737635
Poland,POL,2010,5479516
Poland,POL,2011,5217757
Poland,POL,2012,4954296
Poland,POL,2013,4689246
Poland,POL,2014,4424238
Poland,POL,2015,4159971
Poland,POL,2016,3895107
Poland,POL,2017,3735375
Poland,POL,2018,3659162
Poland,POL,2019,3605080
Poland,POL,2020,3579546
Portugal,PRT,2000,5079773
Portugal,PRT,2001,5083991
Portugal,PRT,2002,5088554
Portugal,PRT,2003,5092712
Portugal,PRT,2004,4885641
Portugal,PRT,2005,4673541
Portugal,PRT,2006,4456822
Portugal,PRT,2007,4235407
Portugal,PRT,2008,4007998
Portugal,PRT,2009,3773320
Portugal,PRT,2010,3531129
Portugal,PRT,2011,3282010
Portugal,PRT,2012,3027928
Portugal,PRT,2013,2771746
Portugal,PRT,2014,2516276
Portugal,PRT,2015,2263096
Portugal,PRT,2016,2012325
Portugal,PRT,2017,1771453
Portugal,PRT,2018,1555504
Portugal,PRT,2019,1538198
Portugal,PRT,2020,1521210
Puerto Rico,PRI,2000,2475132
Puerto Rico,PRI,2001,2476126
Puerto Rico,PRI,2002,2472168
Puerto Rico,PRI,2003,2465056
Puerto Rico,PRI,2004,2457274
Puerto Rico,PRI,2005,2450526
Puerto Rico,PRI,2006,2445140
Puerto Rico,PRI,2007,2440199
Puerto Rico,PRI,2008,2434671
Puerto Rico,PRI,2009,2426992
Puerto Rico,PRI,2010,2415808
Puerto Rico,PRI,2011,2402404
Puerto Rico,PRI,2012,2386764
Puerto Rico,PRI,2013,2364769
Puerto Rico,PRI,2014,2330909
Puerto Rico,PRI,2015,2282211
Puerto Rico,PRI,2016,2215806
Puerto Rico,PRI,2017,2135191
Puerto Rico,PRI,2018,2051450
Puerto Rico,PRI,2019,1979779
Puerto Rico,PRI,2020,1930805
Qatar,QAT,2000,171223
Qatar,QAT,2001,177739
Qatar,QAT,2002,185212
Qatar,QAT,2003,197038
Qatar,QAT,2004,217713
Qatar,QAT,2005,250103
Qatar,QAT,2006,295561
Qatar,QAT,2007,352129
Qatar,QAT,2008,415198
Qatar,QAT,2009,430285
Qatar,QAT,2010,428812
Qatar,QAT,2011,411244
Qatar,QAT,2012,379921
Qatar,QAT,2013,336467
Qatar,QAT,2014,282808
Qatar,QAT,2015,220651
Qatar,QAT,2016,151300
Qatar,QAT,2017,76292
Qatar,QAT,2018,77887
Qatar,QAT,2019,79298
Qatar,QAT,2020,80670
Romania,ROU,2001,10556235
Romania,ROU,2002,10495624
Romania,ROU,2003,10423217
Romania,ROU,2004,10179634
Romania,ROU,2005,9917895
Romania,ROU,2006,9496261
Romania,ROU,2007,9057606
Romania,ROU,2008,8608449
Romania,ROU,2009,8156495
Romania,ROU,2010,7706084
Romania,ROU,2011,7258170
Romania,ROU,2012,6815942
Romania,ROU,2013,6370452
Romania,ROU,2014,5913201
Romania,ROU,2015,5440138
Romania,ROU,2016,4951392
Romania,ROU,2017,4449851
Romania,ROU,2018,3938374
Romania,ROU,2019,3420028
Romania,ROU,2020,3243271
Russia,RUS,2000,65332792
Russia,RUS,2001,64684782
Russia,RUS,2002,64020836
Russia,RUS,2003,63353597
Russia,RUS,2004,62717956
Russia,RUS,2005,62137166
Russia,RUS,2006,61617943
Russia,RUS,2007,61155759
Russia,RUS,2008,60744338
Russia,RUS,2009,60372778
Russia,RUS,2010,60030864
Russia,RUS,2011,59717032
Russia,RUS,2012,59425900
Russia,RUS,2013,59146513
Russia,RUS,2014,58864925
Russia,RUS,2015,58570792
Russia,RUS,2016,58259998
Russia,RUS,2017,57930769
Russia,RUS,2018,57577833
Russia,RUS,2019,57394587
Russia,RUS,2020,57180962
Samoa,WSM,2000,91013
Samoa,WSM,2001,91522
Samoa,WSM,2002,92026
Samoa,WSM,2003,92534
Samoa,WSM,2004,93065
Samoa,WSM,2005,93341
Samoa,WSM,2006,93626
Samoa,WSM,2007,93917
Samoa,WSM,2008,94678
Samoa,WSM,2009,95469
Samoa,WSM,2010,96318
Samoa,WSM,2011,97237
Samoa,WSM,2012,98204
Samoa,WSM,2013,99171
Samoa,WSM,2014,100081
Samoa,WSM,2015,100878
Samoa,WSM,2016,101541
Samoa,WSM,2017,102094
Samoa,WSM,2018,102627
Samoa,WSM,2019,103082
Samoa,WSM,2020,103726
San Marino,SMR,2000,8136
San Marino,SMR,2001,8242
San Marino,SMR,2002,8348
San Marino,SMR,2003,8462
San Marino,SMR,2004,8575
San Marino,SMR,2005,8688
San Marino,SMR,2006,8798
San Marino,SMR,2007,8909
San Marino,SMR,2008,9017
San Marino,SMR,2009,9133
San Marino,SMR,2010,9250
San Marino,SMR,2011,9379
San Marino,SMR,2012,9512
San Marino,SMR,2013,9645
San Marino,SMR,2014,9760
San Marino,SMR,2015,9857
San Marino,SMR,2016,9926
San Marino,SMR,2017,9976
San Marino,SMR,2018,10010
San Marino,SMR,2019,10033
San Marino,SMR,2020,10055
Sao Tome and Principe,STP,2000,124259
Sao Tome and Principe,STP,2001,124887
Sao Tome and Principe,STP,2002,125600
Sao Tome and Principe,STP,2003,126470
Sao Tome and Principe,STP,2004,127584
Sao Tome and Principe,STP,2005,129013
Sao Tome and Principe,STP,2006,130727
Sao Tome and Principe,STP,2007,132670
Sao Tome and Principe,STP,2008,134662
Sao Tome and Principe,STP,2009,136482
Sao Tome and Principe,STP,2010,137989
Sao Tome and Principe,STP,2011,139125
Sao Tome and Principe,STP,2012,139955
Sao Tome and Principe,STP,2013,140555
Sao Tome and Principe,STP,2014,141046
Sao Tome and Principe,STP,2015,141494
Sao Tome and Principe,STP,2016,141905
Sao Tome and Principe,STP,2017,142285
Sao Tome and Principe,STP,2018,142630
Sao Tome and Principe,STP,2019,142930
Sao Tome and Principe,STP,2020,143200
Saudi Arabia,SAU,2000,12959271
Saudi Arabia,SAU,2001,13297182
Saudi Arabia,SAU,2002,13675149
Saudi Arabia,SAU,2003,13811589
Saudi Arabia,SAU,2004,13947152
Saudi Arabia,SAU,2005,14070737
Saudi Arabia,SAU,2006,14176980
Saudi Arabia,SAU,2007,14269043
Saudi Arabia,SAU,2008,14354274
Saudi Arabia,SAU,2009,14442964
Saudi Arabia,SAU,2010,14539876
Saudi Arabia,SAU,2011,14646093
Saudi Arabia,SAU,2012,14752655
Saudi Arabia,SAU,2013,14842578
Saudi Arabia,SAU,2014,14895056
Saudi Arabia,SAU,2015,14896776
Saudi Arabia,SAU,2016,14844633
Saudi Arabia,SAU,2017,14744604
Saudi Arabia,SAU,2018,14624532
Saudi Arabia,SAU,2019,14444571
Saudi Arabia,SAU,2020,14234146
Senegal,SEN,2000,8430461
Senegal,SEN,2001,8601533
Senegal,SEN,2002,8778238
Senegal,SEN,2003,8961631
Senegal,SEN,2004,9152398
Senegal,SEN,2005,9351165
Senegal,SEN,2006,9558418
Senegal,SEN,2007,9774516
Senegal,SEN,2008,9999491
Senegal,SEN,2009,10233202
Senegal,SEN,2010,10437078
Senegal,SEN,2011,10645865
Senegal,SEN,2012,10859138
Senegal,SEN,2013,11076370
Senegal,SEN,2014,11296918
Senegal,SEN,2015,11520074
Senegal,SEN,2016,11745468
Senegal,SEN,2017,11972310
Senegal,SEN,2018,12198997
Senegal,SEN,2019,12423651
Senegal,SEN,2020,12704668
Serbia,SRB,2000,7327530
Serbia,SRB,2001,7301936
Serbia,SRB,2002,7285277
Serbia,SRB,2003,7275746
Serbia,SRB,2004,7269229
Serbia,SRB,2005,7263815
Serbia,SRB,2006,7251222
Serbia,SRB,2007,7240621
Serbia,SRB,2008,7232381
Serbia,SRB,2009,7227102
Serbia,SRB,2010,7225070
Serbia,SRB,2011,7225796
Serbia,SRB,2012,7223727
Serbia,SRB,2013,7223115
Serbia,SRB,2014,7222769
Serbia,SRB,2015,7221444
Serbia,SRB,2016,7218815
Serbia,SRB,2017,7214755
Serbia,SRB,2018,7208926
Serbia,SRB,2019,7173095
Serbia,SRB,2020,7133727
Sierra Leone,SLE,2000,4183196
Sierra Leone,SLE,2001,4325001
Sierra Leone,SLE,2002,4504143
Sierra Leone,SLE,2003,4703457
Sierra Leone,SLE,2004,4900667
Sierra Leone,SLE,2005,5077117
Sierra Leone,SLE,2006,5226951
Sierra Leone,SLE,2007,5355026
Sierra Leone,SLE,2008,5467558
Sierra Leone,SLE,2009,5575016
Sierra Leone,SLE,2010,5685050
Sierra Leone,SLE,2011,5798451
Sierra Leone,SLE,2012,5912583
Sierra Leone,SLE,2013,6027712
Sierra Leone,SLE,2014,6143588
Sierra Leone,SLE,2015,6260027
Sierra Leone,SLE,2016,6377537
Sierra Leone,SLE,2017,6496453
Sierra Leone,SLE,2018,6616310
Sierra Leone,SLE,2019,6736410
Sierra Leone,SLE,2020,6856223
Singapore,SGP,2000,0
Singapore,SGP,2001,0
Singapore,SGP,2002,0
Singapore,SGP,2003,0
Singapore,SGP,2004,0
Singapore,SGP,2005,0
Singapore,SGP,2006,0
Singapore,SGP,2007,0
Singapore,SGP,2008,0
Singapore,SGP,2009,0
Singapore,SGP,2010,0
Singapore,SGP,2011,0
Singapore,SGP,2012,0
Singapore,SGP,2013,0
Singapore,SGP,2014,0
Singapore,SGP,2015,0
Singapore,SGP,2016,0
Singapore,SGP,2017,0
Singapore,SGP,2018,0
Singapore,SGP,2019,0
Singapore,SGP,2020,0
Slovakia,SVK,2000,776463
Slovakia,SVK,2001,776611
Slovakia,SVK,2002,777403
Slovakia,SVK,2003,786016
Slovakia,SVK,2004,800626
Slovakia,SVK,2005,815245
Slovakia,SVK,2006,829891
Slovakia,SVK,2007,844587
Slovakia,SVK,2008,859382
Slovakia,SVK,2009,874372
Slovakia,SVK,2010,890440
Slovakia,SVK,2011,906727
Slovakia,SVK,2012,922418
Slovakia,SVK,2013,938293
Slovakia,SVK,2014,954250
Slovakia,SVK,2015,961034
Slovakia,SVK,2016,967555
Slovakia,SVK,2017,973802
Slovakia,SVK,2018,980110
Slovakia,SVK,2019,986028
Slovakia,SVK,2020,986285
Slovenia,SVN,2000,1496856
Slovenia,SVN,2001,1456370
Slovenia,SVN,2002,1414813
Slovenia,SVN,2003,1372678
Slovenia,SVN,2004,1330584
Slovenia,SVN,2005,1288652
Slovenia,SVN,2006,1247044
Slovenia,SVN,2007,1205295
Slovenia,SVN,2008,1162633
Slovenia,SVN,2009,1118192
Slovenia,SVN,2010,1071405
Slovenia,SVN,2011,1022172
Slovenia,SVN,2012,970694
Slovenia,SVN,2013,917134
Slovenia,SVN,2014,861721
Slovenia,SVN,2015,799128
Slovenia,SVN,2016,721607
Slovenia,SVN,2017,662973
Slovenia,SVN,2018,639350
Slovenia,SVN,2019,615508
Slovenia,SVN,2020,591494
Somalia,SOM,2000,7484679
Somalia,SOM,2001,7702896
Somalia,SOM,2002,7918090
Somalia,SOM,2003,8119338
Somalia,SOM,2004,8317435
Somalia,SOM,2005,8489668
Somalia,SOM,2006,8657539
Somalia,SOM,2007,8921971
Somalia,SOM,2008,9057155
Somalia,SOM,2009,9186500
Somalia,SOM,2010,9311479
Somalia,SOM,2011,9432474
Somalia,SOM,2012,9587100
Somalia,SOM,2013,9741526
Somalia,SOM,2014,9897300
Somalia,SOM,2015,10055576
Somalia,SOM,2016,10216631
Somalia,SOM,2017,10380253
Somalia,SOM,2018,10546241
Somalia,SOM,2019,10714246
Somalia,SOM,2020,10883749
South Korea,KOR,2000,11556653
South Korea,KOR,2001,11020430
South Korea,KOR,2002,10467115
South Korea,KOR,2003,9898339
South Korea,KOR,2004,9315930
South Korea,KOR,2005,8721695
South Korea,KOR,2006,8116031
South Korea,KOR,2007,7500774
South Korea,KOR,2008,6881283
South Korea,KOR,2009,6258801
South Korea,KOR,2010,5634435
South Korea,KOR,2011,5007782
South Korea,KOR,2012,4376424
South Korea,KOR,2013,3737262
South Korea,KOR,2014,3087809
South Korea,KOR,2015,2427802
South Korea,KOR,2016,1776181
South Korea,KOR,2017,1156307
South Korea,KOR,2018,533899
South Korea,KOR,2019,29576
South Korea,KOR,2020,32047
Spain,ESP,2000,2444613
Spain,ESP,2001,2550391
Spain,ESP,2002,2664739
Spain,ESP,2003,2786340
Spain,ESP,2004,2866317
Spain,ESP,2005,2829357
Spain,ESP,2006,2789631
Spain,ESP,2007,2746698
Spain,ESP,2008,2697568
Spain,ESP,2009,2638956
Spain,ESP,2010,2569257
Spain,ESP,2011,2488010
Spain,ESP,2012,2397330
Spain,ESP,2013,2301312
Spain,ESP,2014,2204901
Spain,ESP,2015,2111294
Spain,ESP,2016,2021078
Spain,ESP,2017,2021676
Spain,ESP,2018,2023773
Spain,ESP,2019,2025806
Spain,ESP,2020,2026718
Sub-Saharan Africa,,2000,542895819
Sub-Saharan Africa,,2001,555304749
Sub-Saharan Africa,,2002,567699483
Sub-Saharan Africa,,2003,580333755
Sub-Saharan Africa,,2004,593330508
Sub-Saharan Africa,,2005,606694046
Sub-Saharan Africa,,2006,620430221
Sub-Saharan Africa,,2007,634704939
Sub-Saharan Africa,,2008,649246357
Sub-Saharan Africa,,2009,664338669
Sub-Saharan Africa,,2010,679765861
Sub-Saharan Africa,,2011,704911959
Sub-Saharan Africa,,2012,721349422
Sub-Saharan Africa,,2013,738094049
Sub-Saharan Africa,,2014,755114509
Sub-Saharan Africa,,2015,772378231
Sub-Saharan Africa,,2016,789886409
Sub-Saharan Africa,,2017,807244935
Sub-Saharan Africa,,2018,825949409
Sub-Saharan Africa,,2019,844318529
Sub-Saharan Africa,,2020,863847682
Suriname,SUR,2000,332180
Suriname,SUR,2001,334996
Suriname,SUR,2002,337808
Suriname,SUR,2003,340636
Suriname,SUR,2004,343466
Suriname,SUR,2005,349020
Suriname,SUR,2006,354657
Suriname,SUR,2007,360391
Suriname,SUR,2008,366221
Suriname,SUR,2009,372147
Suriname,SUR,2010,378149
Suriname,SUR,2011,384240
Suriname,SUR,2012,390407
Suriname,SUR,2013,396622
Suriname,SUR,2014,402868
Suriname,SUR,2015,409102
Suriname,SUR,2016,415332
Suriname,SUR,2017,421545
Suriname,SUR,2018,427740
Suriname,SUR,2019,433929
Suriname,SUR,2020,438916
Sweden,SWE,2000,623543
Sweden,SWE,2001,618635
Sweden,SWE,2002,614070
Sweden,SWE,2003,610007
Sweden,SWE,2004,606485
Sweden,SWE,2005,603505
Sweden,SWE,2006,600798
Sweden,SWE,2007,598341
Sweden,SWE,2008,589591
Sweden,SWE,2009,582053
Sweden,SWE,2010,574513
Sweden,SWE,2011,566417
Sweden,SWE,2012,557831
Sweden,SWE,2013,549239
Sweden,SWE,2014,540629
Sweden,SWE,2015,531996
Sweden,SWE,2016,524217
Sweden,SWE,2017,516487
Sweden,SWE,2018,513322
Sweden,SWE,2019,510068
Sweden,SWE,2020,511916
Switzerland,CHE,2000,27499
Switzerland,CHE,2001,27641
Switzerland,CHE,2002,27779
Switzerland,CHE,2003,27944
Switzerland,CHE,2004,28137
Switzerland,CHE,2005,28359
Switzerland,CHE,2006,28611
Switzerland,CHE,2007,28894
Switzerland,CHE,2008,29202
Switzerland,CHE,2009,29530
Switzerland,CHE,2010,29871
Switzerland,CHE,2011,30001
Switzerland,CHE,2012,30137
Switzerland,CHE,2013,30267
Switzerland,CHE,2014,30377
Switzerland,CHE,2015,30458
Switzerland,CHE,2016,30507
Switzerland,CHE,2017,30631
Switzerland,CHE,2018,30854
Switzerland,CHE,2019,31047
Switzerland,CHE,2020,30156
Tanzania,TZA,2000,31928846
Tanzania,TZA,2001,32351598
Tanzania,TZA,2002,32808845
Tanzania,TZA,2003,33286012
Tanzania,TZA,2004,33775999
Tanzania,TZA,2005,34264249
Tanzania,TZA,2006,34745717
Tanzania,TZA,2007,35227692
Tanzania,TZA,2008,35713090
Tanzania,TZA,2009,36263096
Tanzania,TZA,2010,36836170
Tanzania,TZA,2011,37462130
Tanzania,TZA,2012,38115053
Tanzania,TZA,2013,38778387
Tanzania,TZA,2014,39447835
Tanzania,TZA,2015,40119514
Tanzania,TZA,2016,40791710
Tanzania,TZA,2017,41462611
Tanzania,TZA,2018,42128600
Tanzania,TZA,2019,42785827
Tanzania,TZA,2020,44007073
Thailand,THA,2000,50409587
Thailand,THA,2001,50796459
Thailand,THA,2002,51134583
Thailand,THA,2003,51422209
Thailand,THA,2004,51670739
Thailand,THA,2005,51787991
Thailand,THA,2006,51879613
Thailand,THA,2007,51944077
Thailand,THA,2008,51986379
Thailand,THA,2009,52012703
Thailand,THA,2010,52027124
Thailand,THA,2011,52051542
Thailand,THA,2012,52070975
Thailand,THA,2013,52079090
Thailand,THA,2014,52071861
Thailand,THA,2015,52046269
Thailand,THA,2016,52002504
Thailand,THA,2017,51947167
Thailand,THA,2018,51874584
Thailand,THA,2019,51795990
Thailand,THA,2020,51699213
Togo,TGO,2000,4651870
Togo,TGO,2001,4773188
Togo,TGO,2002,4890485
Togo,TGO,2003,5006443
Togo,TGO,2004,5125203
Togo,TGO,2005,5249948
Togo,TGO,2006,5381089
Togo,TGO,2007,5517389
Togo,TGO,2008,5658192
Togo,TGO,2009,5802361
Togo,TGO,2010,5948967
Togo,TGO,2011,6097909
Togo,TGO,2012,6249375
Togo,TGO,2013,6402905
Togo,TGO,2014,6557846
Togo,TGO,2015,6713757
Togo,TGO,2016,6870373
Togo,TGO,2017,7027797
Togo,TGO,2018,7186358
Togo,TGO,2019,7346554
Togo,TGO,2020,7522542
Tonga,TON,2000,65395
Tonga,TON,2001,65744
Tonga,TON,2002,66106
Tonga,TON,2003,66487
Tonga,TON,2004,66905
Tonga,TON,2005,66813
Tonga,TON,2006,66787
Tonga,TON,2007,66791
Tonga,TON,2008,66751
Tonga,TON,2009,66523
Tonga,TON,2010,66119
Tonga,TON,2011,65924
Tonga,TON,2012,65606
Tonga,TON,2013,65285
Tonga,TON,2014,65102
Tonga,TON,2015,65239
Tonga,TON,2016,65769
Tonga,TON,2017,66625
Tonga,TON,2018,67709
Tonga,TON,2019,68868
Tonga,TON,2020,69973
Tunisia,TUN,2000,4433930
Tunisia,TUN,2001,4394414
Tunisia,TUN,2002,4327209
Tunisia,TUN,2003,4224853
Tunisia,TUN,2004,4121152
Tunisia,TUN,2005,4020326
Tunisia,TUN,2006,3919601
Tunisia,TUN,2007,3818325
Tunisia,TUN,2008,3715026
Tunisia,TUN,2009,3607843
Tunisia,TUN,2010,3495652
Tunisia,TUN,2011,3378038
Tunisia,TUN,2012,3255575
